id,title,poster_url,year,duration,age_rating,star_rating,num_ratings,description,preprocessed_description
4087,Elysium,"https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,1h 49m,R,6.6,473K,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.","year 2154 , wealthy live man - space station rest population resides ruined Earth . man takes mission bring equality polarized worlds ."
4088,Pirates of the Caribbean: On Stranger Tides,"https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2011,2h 16m,PG-13,6.6,567K,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.","Jack Sparrow Barbossa embark quest find elusive fountain youth , discover Blackbeard daughter ."
4089,Ghostbusters II,"https://m.media-amazon.com/images/M/MV5BNWI5NTg3MTMtZWY0Ny00YWJmLThkZDUtMTBkZTVhMDAyMmVlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX280_CR0,4,280,414_.jpg",1989,1h 48m,PG,6.6,226K,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,discovery massive river ectoplasm resurgence spectral activity allows staff Ghostbusters revive business .
4090,The Beach,"https://m.media-amazon.com/images/M/MV5BNTljZTUzYWUtOTI4YS00NmZlLWE5MmQtZjFlZDZhNjg4MjQxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2000,1h 59m,R,6.6,255K,"On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.","vacation Thailand , Richard sets island rumored solitary beach paradise ."
4091,This Is Where I Leave You,"https://m.media-amazon.com/images/M/MV5BMjkzNzQ2NDMyNl5BMl5BanBnXkFtZTgwMTY3MTcxMjE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2014,1h 43m,R,6.6,90K,"After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes, and might-have-beens.","father passes away , grown siblings forced return childhood home live roof week , - sharing mother assortment spouses , exes , - - beens ."
4092,The Running Man,"https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UY414_CR3,0,280,414_.jpg",1987,1h 41m,R,6.6,169K,"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.","dystopian America , falsely convicted policeman gets shot freedom forcibly participate TV game convicts , runners , battle killers freedom ."
4093,The Amazing Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2014,2h 22m,PG-13,6.6,541K,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.","New York siege Oscorp , Spider - Man save city swore protect loved ones ."
4094,Mother!,"https://m.media-amazon.com/images/M/MV5BMzc5ODExODE0MV5BMl5BanBnXkFtZTgwNDkzNDUxMzI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2017,2h 1m,R,6.6,251K,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.","couple relationship tested uninvited guests arrive home , disrupting tranquil existence ."
4095,The Pale Blue Eye,"https://m.media-amazon.com/images/M/MV5BZDg2YThlMTItYzhhMy00OWE3LTljYTAtYTExMDM5NzRjOGFhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UY414_CR26,0,280,414_.jpg",2022,2h 8m,R,6.6,126K,"A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe.","world - weary detective hired investigate murder West Point cadet . Stymied cadets ' code silence , enlists help unravel case - young man world come know Edgar Allan Poe ."
4096,The Hunger Games: Mockingjay - Part 1,"https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_QL75_UX280_CR0,6,280,414_.jpg",2014,2h 3m,PG-13,6.6,506K,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.","Katniss Everdeen District 13 shatters games forever . leadership President Coin advice trusted friends , Katniss spreads wings fights save Peeta nation moved courage ."
4097,The Faculty,"https://m.media-amazon.com/images/M/MV5BZTcwZGNiMWYtMTYwNC00MGVjLWI5OTQtODhkZTU4ZDZjOGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",1998,1h 44m,R,6.6,136K,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.","Casey Connor , Herrington High School newspaper photographer , witnesses murder nurse sees alive , decides investigate bizarre happenings ."
4098,Annie,"https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX280_CR0,3,280,414_.jpg",1982,2h 7m,PG,6.6,50K,"A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage.","spunky young orphan taken rich eccentric , chagrin cantankerous woman runs orphanage ."
4099,Resident Evil,"https://m.media-amazon.com/images/M/MV5BZmI1ZGRhNDYtOGVjZC00MmUyLThlNTktMTQyZGE3MzE1ZTdlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY414_CR3,0,280,414_.jpg",2002,1h 40m,R,6.6,290K,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","special military unit fights powerful , - - control supercomputer hundreds scientists mutated flesh - eating creatures laboratory accident ."
4100,Bird Box,"https://m.media-amazon.com/images/M/MV5BMjAzMTI1MjMyN15BMl5BanBnXkFtZTgwNzU5MTE2NjM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,2h 4m,R,6.6,389K,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","years ominous unseen presence drives society suicide , mother children desperate bid reach safety ."
4101,Nymphomaniac: Vol. II,"https://m.media-amazon.com/images/M/MV5BODU2OTljNGYtNjIwMC00ZWIwLWE1NTEtNTk1ZDM5YWI5NzU2XkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,2h 4m,Not Rated,6.6,98K,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.","continuation Joe sexually dictated life delves darker aspects adulthood , obsessions led Seligman care ."
4102,Devotion,"https://m.media-amazon.com/images/M/MV5BMjI5NGJjMmEtODk4Yy00ZDRjLWE5ZGItMjJiNGM4NTI0NmZkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY414_CR26,0,280,414_.jpg",2022,2h 19m,PG-13,6.6,28K,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,pair U.S. Navy fighter pilots risk lives Korean War Navy celebrated wingmen .
4103,In the Realm of the Senses,"https://m.media-amazon.com/images/M/MV5BYTg4MGY0YjMtN2Y2MC00MjQ4LTk5MzEtNDdkZjliMGZmMDU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,9,280,414_.jpg",1976,1h 49m,NC-17,6.6,23K,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.","passionate telling story Sada Abe , woman affair master led obsessive ultimately destructive sexual relationship ."
4104,The Incredible Hulk,"https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2008,1h 52m,PG-13,6.6,526K,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.","Bruce Banner , scientist run U.S. Government , find cure monster turns loses temper ."
4105,The Lovely Bones,"https://m.media-amazon.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2009,2h 15m,PG-13,6.6,181K,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,Centers young girl murdered watches family - killer - purgatory . weigh desire vengeance desire family heal .
4106,Drag Me to Hell,"https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2009,1h 39m,PG-13,6.6,218K,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.","loan officer evicts old woman home finds recipient supernatural curse . Desperate , turns seer try save soul , evil forces work push breaking point ."
4107,Enola Holmes,"https://m.media-amazon.com/images/M/MV5BZjNkNzk0ZjEtM2M1ZC00MmMxLTlmOWEtNWRlZTc1ZTUyNzY4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,0,280,414_.jpg",2020,2h 3m,PG-13,6.6,221K,"When Enola Holmes (Sherlock's teen sister) discovers her mother is missing, she endeavours to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy.","Enola Holmes ( Sherlock teen sister ) discovers mother missing , endeavours find , super - sleuth right outwits famous brother unravels dangerous conspiracy ."
4108,Revenge of the Nerds,"https://m.media-amazon.com/images/M/MV5BODU1NzM4NTA4Nl5BMl5BanBnXkFtZTgwMTkxMzcxMTE@._V1_QL75_UX280_CR0,4,280,414_.jpg",1984,1h 30m,R,6.6,59K,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.","Adams College , group bullied outcasts misfits resolve fight peace self - respect ."
4109,Red Sparrow,"https://m.media-amazon.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,2h 20m,R,6.6,203K,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.","Ballerina Dominika Egorova recruited ' Sparrow School , ' Russian intelligence service forced use body weapon . mission , targeting C.I.A. agent , threatens unravel security nations ."
4110,Jason Bourne,"https://m.media-amazon.com/images/M/MV5BZjk0ZWMwNWItZjUwYy00NzgwLWFiOWMtNmRhYzEyZjhhYzgyXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX280_CR0,3,280,414_.jpg",2016,2h 3m,PG-13,6.6,243K,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,CIA dangerous operative drawn hiding uncover explosive truths past .
4111,Mona Lisa Smile,"https://m.media-amazon.com/images/M/MV5BMTI0NjEwNDgwOV5BMl5BanBnXkFtZTYwOTI1NTA3._V1_QL75_UX280_CR0,1,280,414_.jpg",2003,1h 57m,PG-13,6.6,92K,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,free - thinking art professor teaches conservative 1950s Wellesley girls question traditional social roles .
4112,Lady Chatterley's Lover,"https://m.media-amazon.com/images/M/MV5BMGQwYjY1YWUtN2FjMS00MzYxLWEyNDYtYzdlZWJhZTI5M2NhXkEyXkFqcGdeQXVyMTQ4NjQyMzE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2022,2h 6m,R,6.6,23K,An unhappily married aristocrat begins a torrid affair with the gamekeeper on her husband's country estate.,unhappily married aristocrat begins torrid affair gamekeeper husband country estate .
4113,The Great Raid,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODI3Nl5BMl5BanBnXkFtZTcwNjA1NzAzMQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2005,2h 12m,R,6.6,24K,"Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.","Taking place end WWII , 500 American Soldiers entrapped camp 3 years . Beginning hope rescued , group Rangers goes dangerous mission try save ."
4114,Father of the Bride,"https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",1991,1h 45m,PG,6.6,85K,"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.","oldest daughter wedding approaching , father finds reluctant let ."
4115,Ender's Game,"https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,1h 54m,PG-13,6.6,255K,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.","Young Ender Wiggin recruited International Military lead fight Formics , insectoid alien race previously tried invade Earth inflicted heavy losses humankind ."
4116,Flushed Away,"https://m.media-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_QL75_UX280_CR0,0,280,414_.jpg",2006,1h 25m,PG,6.6,139K,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.","story uptown rat gets flushed toilet penthouse apartment , ending sewers London , learn new different way life ."
4117,The Homesman,"https://m.media-amazon.com/images/M/MV5BMTQ4NTkxOTEyMl5BMl5BanBnXkFtZTgwOTI1NzcwMzE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2014,2h 2m,R,6.6,36K,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.","women driven mad pioneer life transported country covered wagon pious , independent - minded Mary Bee Cuddy , turn employs low - life drifter George Briggs assist ."
4118,Happy Death Day,"https://m.media-amazon.com/images/M/MV5BY2M3MTM4ZTMtNjg0ZC00ZDVkLTkxNWQtNThkZGZkYTQ1MjAyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX280_CR0,2,280,414_.jpg",2017,1h 36m,PG-13,6.6,164K,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","college student relive day murder , loop end discovers killer identity ."
4119,Operation Mincemeat,"https://m.media-amazon.com/images/M/MV5BOGZlNjZhNjgtMjQzZC00MDI0LWFmNGQtNmNiYTIyYTE3ODhkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UY414_CR1,0,280,414_.jpg",2021,2h 8m,PG-13,6.6,36K,"During WWII, two intelligence officers use a corpse and false papers to outwit German troops.","WWII , intelligence officers use corpse false papers outwit German troops ."
4120,This Is the End,"https://m.media-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,1h 47m,R,6.6,436K,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.","Los Angeles celebrities stuck James Franco house series devastating events destroyed city . Inside , group not face apocalypse , ."
4121,Outbreak,"https://m.media-amazon.com/images/M/MV5BZjMyYWI3M2UtMzkyMy00ZjU2LTlkZTMtZDY3ZmViY2M2NTFiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,0,280,414_.jpg",1995,2h 7m,R,6.6,138K,A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,team Army doctors struggle find cure deadly Motaba virus transported Africa North America white - headed Capuchin monkey spreading quickly small California town .
4122,The Fate of the Furious,"https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_QL75_UX280_CR0,14,280,414_.jpg",2017,2h 16m,PG-13,6.6,255K,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","mysterious woman seduces Dominic Toretto world terrorism betrayal closest , crew face trials test ."
4123,Disobedience,"https://m.media-amazon.com/images/M/MV5BMzYxNDI5OTcwMV5BMl5BanBnXkFtZTgwODc4MzE3NDM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2017,1h 54m,R,6.6,36K,"A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.","woman returns Orthodox Jewish community shunned attraction female childhood friend . , passions reignite explore boundaries faith sexuality ."
4124,The Da Vinci Code,"https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_QL75_UX280_CR0,1,280,414_.jpg",2006,2h 29m,PG-13,6.6,461K,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.","murder inside Louvre , clues Da Vinci paintings , lead discovery religious mystery protected secret society thousand years , shake foundations Christianity ."
